Date,Time of Day,Channel,Revenue,Average Order Size,Conversions,Customer Type,Sales Rep,Business
2023-10-01,Afternoon,Walk-in,381.1,80.84,5,New,William Hodge,Heritage Bakes
2023-10-21,Evening,Facebook,185.66,94.6,2,New,Michelle Ortega,Heritage Bakes
2023-07-24,Night,Facebook,48.94,18.2,4,New,Shannon White,Heritage Bakes
2023-10-26,Evening,Google Ads,96.71,20.76,1,New,Jennifer Bennett,Heritage Bakes
2023-02-15,Afternoon,Referral,304.34,187.89,16,New,Lisa Kaiser,Heritage Bakes
2023-04-26,Afternoon,Email,46.24,18.58,1,New,Matthew Mccullough,Heritage Bakes
2023-04-09,Night,Walk-in,493.12,458.96,6,New,Steven Tyler,Heritage Bakes
2023-05-01,Afternoon,Referral,121.56,26.33,2,Returning,Robert Jones,Heritage Bakes
2023-12-03,Night,Instagram,448.34,263.95,6,New,Kim Nelson,Heritage Bakes
2023-02-08,Morning,Email,378.03,314.07,12,New,Katherine Garcia,Heritage Bakes
2023-02-15,Night,Facebook,294.09,187.1,17,Returning,John Stewart,Heritage Bakes
2023-06-17,Evening,Facebook,157.72,72.25,1,New,Tiffany Barton,Heritage Bakes
2023-07-22,Evening,Referral,290.77,105.57,26,Returning,Erica Smith,Heritage Bakes
2023-11-30,Evening,Email,440.7,111.62,7,New,Colleen Cruz,Heritage Bakes
2023-05-31,Afternoon,Facebook,257.57,61.02,5,Returning,Anthony Mueller,Heritage Bakes
2023-06-15,Afternoon,Google Ads,317.61,128.07,11,Returning,Crystal Clayton,Heritage Bakes
2023-12-13,Evening,Walk-in,67.03,15.45,0,New,Jacob Brown,Heritage Bakes
2023-02-19,Afternoon,Email,88.04,29.6,2,Returning,Rachel Williams,Heritage Bakes
2023-05-21,Night,Facebook,242.5,85.47,4,Returning,Keith Lloyd,Heritage Bakes
2023-08-09,Night,Referral,378.26,253.12,3,Returning,Mary Richardson,Heritage Bakes
2023-07-24,Afternoon,Instagram,61.36,12.71,1,New,Nathan Jones,Heritage Bakes
2023-01-10,Morning,Referral,280.23,96.9,3,Returning,Tamara Peterson,Heritage Bakes
2023-01-08,Morning,Facebook,116.63,35.07,1,New,Alan Mahoney,Heritage Bakes
2023-09-30,Afternoon,Google Ads,228.24,52.28,2,Returning,Nathan Vargas,Heritage Bakes
2023-05-31,Morning,Walk-in,447.85,150.69,16,New,Frank Payne,Heritage Bakes
2023-10-30,Morning,Referral,427.61,167.79,8,Returning,Cody Woods,Heritage Bakes
2023-08-21,Morning,Facebook,434.56,162.31,8,Returning,Chad King,Heritage Bakes
2023-01-03,Afternoon,Walk-in,162.12,33.67,5,New,Christopher Smith,Heritage Bakes
2023-08-31,Morning,Referral,222,57.92,12,Returning,Marissa Davis,Heritage Bakes
2023-05-15,Evening,Walk-in,61.39,16.01,1,Returning,Ann Parker,Heritage Bakes
2023-07-18,Night,Email,262.14,63.05,8,New,Laura Walton,Heritage Bakes
2023-08-21,Night,Email,491.83,106.72,5,New,Travis Powell,Heritage Bakes
2023-07-05,Morning,Google Ads,432.29,100.61,10,New,Maria Sullivan,Heritage Bakes
2023-11-01,Evening,Walk-in,492.61,104.4,7,New,Kelly Lewis,Heritage Bakes
2023-11-16,Afternoon,Google Ads,308.05,173.57,3,New,John Webb,Heritage Bakes
2023-12-15,Morning,Email,344.07,88.41,6,New,Lance Townsend,Heritage Bakes
2023-11-02,Afternoon,Referral,99.14,25.88,0,New,Matthew Leonard,Heritage Bakes
2023-11-29,Evening,Facebook,413.51,247.43,8,Returning,Tyler Dominguez,Heritage Bakes
2023-03-25,Evening,Walk-in,68.2,23.38,0,New,Kimberly Alvarez,Heritage Bakes
2023-10-07,Evening,Email,362.16,88.96,4,Returning,Heather Pittman,Heritage Bakes
2023-08-30,Evening,Email,209.39,53.05,2,Returning,Teresa Cohen,Heritage Bakes
2023-12-28,Evening,Facebook,128.66,25.79,1,Returning,Melissa Parker,Heritage Bakes
2023-12-06,Night,Email,391.39,135.26,7,New,Brandon Carrillo,Heritage Bakes
2023-03-01,Morning,Instagram,372.26,334.19,8,Returning,Colin Mckay,Heritage Bakes
2023-04-24,Afternoon,Instagram,350.45,70.23,4,New,Rachel Walsh,Heritage Bakes
2023-02-28,Afternoon,Facebook,16.07,7.47,0,New,Caleb Williams,Heritage Bakes
2023-11-02,Morning,Google Ads,492.11,184.31,12,Returning,Benjamin Wilkinson,Heritage Bakes
2023-01-25,Morning,Google Ads,62.8,16.52,1,Returning,Katelyn Gray,Heritage Bakes
2023-09-17,Evening,Google Ads,168.07,144.06,3,Returning,Kristine Bryant DVM,Heritage Bakes
2023-07-26,Morning,Walk-in,183.55,52.39,2,Returning,Michael Smith,Heritage Bakes
2023-05-25,Afternoon,Email,145.61,51.96,2,Returning,Justin Foster,Heritage Bakes
2023-05-23,Afternoon,Google Ads,492.91,144.13,5,New,Maurice Graham,Heritage Bakes
2023-03-27,Night,Email,222.7,58.86,2,New,Kenneth Watkins,Heritage Bakes
2023-11-12,Morning,Email,405.58,126.98,16,New,Stacey Davis,Heritage Bakes
2023-01-12,Night,Referral,65.15,14.04,3,New,Janice Bailey,Heritage Bakes
2023-09-19,Night,Google Ads,429.93,166.67,15,Returning,Amanda Hodge,Heritage Bakes
2023-07-13,Evening,Instagram,475.7,118.17,4,New,Jason Gomez,Heritage Bakes
2023-06-27,Afternoon,Facebook,405.22,119.16,4,Returning,Julie Johnson,Heritage Bakes
2023-07-07,Night,Walk-in,15.98,4.74,0,New,Vanessa Cunningham,Heritage Bakes
2023-11-23,Morning,Instagram,58.2,12.83,2,New,Tonya Alexander,Heritage Bakes
2023-02-24,Night,Google Ads,115.82,28.66,1,Returning,Mark Santos,Heritage Bakes
2023-07-04,Night,Referral,277.47,103.37,4,New,Michael Walker,Heritage Bakes
2023-06-30,Evening,Instagram,367.93,97.88,31,Returning,Michael Watkins,Heritage Bakes
2023-06-06,Afternoon,Google Ads,243.93,49.57,2,Returning,Cassidy Bailey,Heritage Bakes
2023-11-18,Afternoon,Walk-in,11.62,4.09,1,New,Christopher Gutierrez,Heritage Bakes
2023-11-05,Night,Instagram,107.39,36.68,3,Returning,Elijah Archer,Heritage Bakes
2023-12-09,Afternoon,Google Ads,80.55,26.22,0,Returning,Lisa Hendricks,Heritage Bakes
2023-11-15,Night,Instagram,135.59,117.21,1,New,Kristin Hudson,Heritage Bakes
2023-03-23,Night,Email,299.82,76.2,3,Returning,James Livingston,Heritage Bakes
2023-06-22,Evening,Email,167.31,135.73,4,New,Jeffrey Evans,Heritage Bakes
2023-12-08,Evening,Google Ads,83.02,50.53,3,New,Dennis Santana,Heritage Bakes
2023-05-10,Afternoon,Instagram,58.17,21.63,0,New,Nichole Parker,Heritage Bakes
2023-10-05,Night,Email,243.82,81.52,2,New,Benjamin Mosley,Heritage Bakes
2023-06-12,Night,Instagram,327.64,78.13,5,Returning,Jennifer Reilly,Heritage Bakes
2023-02-07,Evening,Instagram,478.16,357.63,5,New,Nicole Sanchez,Heritage Bakes
2023-07-02,Night,Email,151.77,44.28,1,Returning,Shannon Hill,Heritage Bakes
2023-11-11,Night,Facebook,17.91,7.06,0,Returning,Darrell Ibarra,Heritage Bakes
2023-12-05,Morning,Referral,221.27,118,6,New,Deborah Fox,Heritage Bakes
2023-11-04,Afternoon,Referral,209.36,82.42,2,Returning,Mary Hoffman,Heritage Bakes
2023-01-24,Afternoon,Google Ads,381.87,139.12,11,New,Anthony Murphy,Heritage Bakes
2023-09-20,Afternoon,Facebook,215.05,62.61,2,New,Larry Woods,Heritage Bakes
2023-08-29,Evening,Facebook,46.41,18.22,0,New,Virginia Caldwell,Heritage Bakes
2023-01-31,Morning,Email,227.56,65.15,4,Returning,Patricia Boyd,Heritage Bakes
2023-11-02,Morning,Instagram,194.5,48.35,2,Returning,Debra Wright,Heritage Bakes
2023-09-30,Afternoon,Walk-in,429.41,88.63,8,Returning,Adam Shannon,Heritage Bakes
2023-03-08,Evening,Google Ads,476.19,127.62,12,New,Betty Vazquez,Heritage Bakes
2023-11-22,Afternoon,Email,159.8,32.28,15,New,John Williams,Heritage Bakes
2023-03-07,Night,Referral,314.67,239.28,3,Returning,Steven Stone,Heritage Bakes
2023-06-30,Evening,Google Ads,300.94,61.47,6,New,Mark Mueller,Heritage Bakes
2023-11-21,Night,Email,126.08,27.03,1,New,John Richards,Heritage Bakes
2023-01-29,Night,Referral,148.76,65.4,8,New,Beth Sanchez,Heritage Bakes
2023-03-18,Afternoon,Facebook,427.78,87.52,6,Returning,Donald Reynolds,Heritage Bakes
2023-05-22,Night,Referral,188.3,83.58,6,Returning,Timothy Hernandez,Heritage Bakes
2023-05-22,Morning,Instagram,99.54,26.29,1,New,Lacey Morrow,Heritage Bakes
2023-06-12,Afternoon,Referral,193.52,156.47,2,Returning,Omar Kelly,Heritage Bakes
2023-11-04,Afternoon,Email,315.35,106.53,7,New,Brian Gross,Heritage Bakes
2023-04-10,Morning,Facebook,245.72,130.81,19,Returning,Scott Lin,Heritage Bakes
2023-01-27,Afternoon,Instagram,243.26,111.9,2,Returning,Linda Lee,Heritage Bakes
2023-01-13,Morning,Google Ads,60.81,32.29,0,Returning,Lori Franco,Heritage Bakes
2023-04-03,Afternoon,Facebook,243.63,53.89,4,Returning,Kristi Jordan,Heritage Bakes
2023-09-18,Afternoon,Facebook,413.04,85.52,9,Returning,Tammy Lynch,Heritage Bakes
2023-04-02,Evening,Instagram,364.07,130.66,14,New,Debbie Ward,Heritage Bakes
2023-01-02,Afternoon,Facebook,484.82,102.1,7,Returning,David Murphy,Heritage Bakes
2023-09-19,Night,Google Ads,93.02,88.3,2,New,Bradley Walker,Heritage Bakes
2023-08-10,Afternoon,Instagram,346.76,125.32,6,New,Jacqueline Dyer,Heritage Bakes
2023-04-18,Night,Facebook,284.11,121.25,6,New,Clifford Poole,Heritage Bakes
2023-12-15,Morning,Walk-in,329.1,84.4,6,Returning,Michael Taylor,Heritage Bakes
2023-11-16,Night,Facebook,202.44,45.68,2,Returning,Chloe Ellis,Heritage Bakes
2023-06-09,Morning,Facebook,44.84,9.23,1,New,Jason Douglas,Heritage Bakes
2023-06-11,Morning,Google Ads,186.81,59.89,4,New,David Hayes,Heritage Bakes
2023-01-07,Morning,Walk-in,108.19,43.27,1,New,Kathy Steele,Heritage Bakes
2023-01-19,Evening,Email,48.78,26.43,0,Returning,Jennifer Underwood,Heritage Bakes
2023-01-05,Evening,Facebook,326.81,187.4,3,Returning,Amanda Moody,Heritage Bakes
2023-06-14,Afternoon,Instagram,328.66,87.22,4,Returning,Marilyn Page DVM,Heritage Bakes
2023-05-15,Morning,Walk-in,108.55,36.84,1,New,Diana Mullins,Heritage Bakes
2023-05-27,Morning,Walk-in,221.59,49.82,2,New,Brittany Ballard,Heritage Bakes
2023-04-01,Morning,Instagram,396.45,201.96,16,Returning,Matthew Freeman,Heritage Bakes
2023-11-25,Afternoon,Walk-in,107.62,38.38,1,New,Amy Baker,Heritage Bakes
2023-12-17,Night,Referral,42.41,15.71,0,Returning,Elizabeth Skinner MD,Heritage Bakes
2023-04-13,Morning,Referral,391.97,154.73,8,Returning,Riley Davenport,Heritage Bakes
2023-02-23,Evening,Referral,492.05,127.53,5,New,Carla Briggs,Heritage Bakes
2023-08-08,Afternoon,Email,146.54,37.84,1,Returning,Diana Myers,Heritage Bakes
2023-01-14,Night,Instagram,283.64,75.77,13,Returning,Paul Blair,Heritage Bakes
2023-05-01,Afternoon,Referral,65.42,59.05,1,Returning,Olivia Gonzalez,Heritage Bakes
2023-12-11,Evening,Email,252.1,105.05,2,Returning,Xavier Hanson,Heritage Bakes
2023-07-15,Afternoon,Email,61.39,35.23,0,New,Chad Taylor,Heritage Bakes
2023-06-23,Evening,Referral,159.74,145.2,2,Returning,William Lewis,Heritage Bakes
2023-10-25,Afternoon,Instagram,427.64,119.89,4,New,Crystal Robinson,Heritage Bakes
2023-09-24,Afternoon,Walk-in,353.19,72.69,12,Returning,John Jones,Heritage Bakes
2023-02-10,Night,Email,134.82,61.55,1,Returning,Meagan Patterson,Heritage Bakes
2023-11-07,Evening,Walk-in,87.16,22.39,1,Returning,Timothy Smith,Heritage Bakes
2023-10-27,Evening,Google Ads,122.03,42.89,3,New,Brenda Mendoza,Heritage Bakes
2023-12-09,Afternoon,Referral,11.72,2.46,0,New,Nicole Edwards,Heritage Bakes
2023-04-27,Evening,Google Ads,66.98,19.68,0,Returning,Amy Ramirez,Heritage Bakes
2023-02-23,Evening,Instagram,15.36,12.07,0,New,Anthony David,Heritage Bakes
2023-10-26,Night,Instagram,135.4,90.15,1,New,David Perkins,Heritage Bakes
2023-10-16,Evening,Walk-in,24.03,8.15,0,Returning,Rose Jackson,Heritage Bakes
2023-04-19,Morning,Instagram,326.38,147.5,6,New,Devin Hardin,Heritage Bakes
2023-09-08,Night,Referral,379.1,92.32,8,Returning,Amber Fernandez,Heritage Bakes
2023-06-27,Morning,Referral,470.02,373.3,16,Returning,Travis Marsh,Heritage Bakes
2023-11-24,Evening,Walk-in,350.86,84.05,3,New,Rebecca Lowery,Heritage Bakes
2023-03-30,Night,Instagram,417.8,178.28,7,New,Jesse Martin,Heritage Bakes
2023-01-01,Morning,Walk-in,58.96,29.86,1,New,Robert Carter,Heritage Bakes
2023-09-03,Night,Google Ads,22.04,9.17,0,Returning,Amy Olsen,Heritage Bakes
2023-07-01,Evening,Email,193.75,72.73,6,New,Sydney Green,Heritage Bakes
2023-05-14,Afternoon,Email,313.33,253.86,3,New,Julia Parsons,Heritage Bakes
2023-04-04,Morning,Facebook,123.52,25.1,10,New,Thomas May,Heritage Bakes
2023-06-01,Night,Google Ads,375.13,76.35,17,Returning,Erica Green,Heritage Bakes
2023-07-15,Night,Facebook,448.29,216.06,6,Returning,Richard Burke,Heritage Bakes
2023-04-29,Afternoon,Instagram,390.24,221.76,5,New,Tammy Williams,Heritage Bakes
2023-02-10,Morning,Google Ads,476.23,147.84,15,New,Joshua Herrera,Heritage Bakes
2023-03-31,Evening,Facebook,297.05,137.38,5,New,Brittany Byrd,Heritage Bakes
2023-07-25,Night,Referral,19.18,5.24,0,New,Gina Brennan,Heritage Bakes
2023-03-31,Afternoon,Email,417.4,194.56,32,New,Christopher George,Heritage Bakes
2023-01-21,Afternoon,Referral,334.84,134.42,7,Returning,Lauren Watts,Heritage Bakes
2023-04-21,Afternoon,Walk-in,43.21,13.03,1,Returning,Peter Campbell,Heritage Bakes
2023-10-05,Morning,Facebook,369.54,110.76,3,Returning,Jonathon Stevenson,Heritage Bakes
2023-10-26,Evening,Google Ads,476.24,113.75,27,New,Karla Burton,Heritage Bakes
2023-02-07,Afternoon,Instagram,82.05,23.72,2,Returning,Randy Jones,Heritage Bakes
2023-05-02,Night,Google Ads,148.86,49.19,8,Returning,Carlos Miller,Heritage Bakes
2023-10-17,Afternoon,Google Ads,255.79,66.14,9,Returning,Joseph Church,Heritage Bakes
2023-10-10,Afternoon,Facebook,459.35,368.71,40,New,Michael Haas,Heritage Bakes
2023-08-25,Morning,Facebook,288.98,100.03,6,New,Renee Newton,Heritage Bakes
2023-09-29,Afternoon,Referral,391.08,144.15,4,Returning,Thomas Daugherty,Heritage Bakes
2023-11-05,Evening,Google Ads,70.29,54.14,4,Returning,Scott Roy,Heritage Bakes
2023-04-10,Morning,Walk-in,119.02,25.03,1,New,Mr. Robert Cantu,Heritage Bakes
2023-06-20,Morning,Facebook,112.61,41.11,1,Returning,Heather Matthews,Heritage Bakes
2023-10-05,Evening,Email,434.69,106.64,26,New,Darlene Kelly,Heritage Bakes
2023-08-14,Night,Walk-in,78.29,18.66,1,New,Nancy Merritt,Heritage Bakes
2023-04-06,Afternoon,Facebook,338.97,82.69,6,New,Brian Thompson,Heritage Bakes
2023-11-18,Morning,Referral,471.18,258.37,5,Returning,Theresa Goodman,Heritage Bakes
2023-03-06,Afternoon,Referral,94.5,27.98,1,New,Justin White,Heritage Bakes
2023-02-09,Evening,Walk-in,384.42,103.49,5,Returning,Scott Hernandez,Heritage Bakes
2023-12-09,Evening,Walk-in,312.41,223.16,5,Returning,Christopher Shelton,Heritage Bakes
2023-02-15,Evening,Walk-in,33.37,7.77,0,New,Debbie Koch,Heritage Bakes
2023-12-21,Evening,Email,267.21,142.23,7,New,Tyler Stout,Heritage Bakes
2023-09-20,Morning,Facebook,380.61,124.1,4,Returning,April Ryan,Heritage Bakes
2023-01-24,Night,Facebook,395.84,86.97,12,New,William Phillips,Heritage Bakes
2023-06-08,Afternoon,Walk-in,458.28,239.13,44,Returning,Taylor Smith,Heritage Bakes
2023-03-08,Evening,Google Ads,365.77,179.08,7,New,Kelly Romero,Heritage Bakes
2023-01-28,Afternoon,Facebook,186.44,44.87,2,New,Erin Nelson,Heritage Bakes
2023-03-07,Evening,Referral,194.86,136.44,8,Returning,Christopher Dalton,Heritage Bakes
2023-09-15,Night,Google Ads,170.77,41.09,1,New,Jamie Romero,Heritage Bakes
2023-02-02,Afternoon,Google Ads,39.64,12.07,2,Returning,Logan Golden,Heritage Bakes
2023-04-01,Night,Facebook,90.38,19.55,2,New,Michael Crawford,Heritage Bakes
2023-09-17,Morning,Email,322.53,305.4,6,New,Stephanie Sanders,Heritage Bakes
2023-08-03,Evening,Google Ads,74.5,58.79,0,New,Christine Meza,Heritage Bakes
2023-06-20,Night,Instagram,227.52,84.31,2,New,Emily Hall,Heritage Bakes
2023-12-29,Evening,Google Ads,51.4,25.31,0,Returning,Thomas Wells,Heritage Bakes
2023-04-11,Afternoon,Facebook,83.42,29.95,1,New,Caitlin Howard,Heritage Bakes
2023-04-18,Morning,Email,71.22,62.37,0,New,Jason Blackwell,Heritage Bakes
2023-07-15,Morning,Facebook,355.53,113.09,20,New,Bradley Pacheco,Heritage Bakes
2023-05-24,Evening,Facebook,250.77,51.14,3,New,Matthew Armstrong,Heritage Bakes
2023-10-23,Morning,Email,206.82,72.48,3,Returning,Brittany Mitchell,Heritage Bakes
2023-01-05,Afternoon,Google Ads,470.16,213.83,5,Returning,Thomas Friedman,Heritage Bakes
2023-03-05,Night,Walk-in,469.57,196.25,9,New,Colleen Hernandez,Heritage Bakes
2023-11-28,Morning,Walk-in,272.2,59.54,6,Returning,Peter Haynes,Heritage Bakes
2023-07-02,Evening,Email,473.46,213.61,5,New,Jeffrey Ford,Heritage Bakes
